	MIC_001_HMP	MIC_003_HMP	MIC_005_HMP	MIC_006_HMP	MIC_007_HMP	MIC_009_HMP	MIC_010_HMP	MIC_011_HMP	MIC_012_HMP	MIC_013_HMP	MIC_014_HMP	MIC_015_HMP	MIC_016_HMP	MIC_017_HMP	MIC_019_HMP	MIC_020_HMP	MIC_021_HMP	MIC_022_HMP	MIC_023_HMP	MIC_024_HMP	MIC_025_HMP	MIC_026_HMP	MIC_027_HMP	MIC_028_HMP	MIC_029_HMP	MIC_030_HMP	MIC_031_HMP	MIC_032_HMP	MIC_033_HMP	MIC_034_HMP	MIC_036_HMP	MIC_037_HMP	MIC_039_HMP	MIC_040_HMP	MIC_042_HMP	MIC_043_HMP	MIC_044_HMP	MIC_045_HMP	MIC_047_HMP	MIC_049_HMP	MIC_050_HMP	MIC_052_HMP	MIC_053_HMP	MIC_054_HMP	MIC_055_HMP	MIC_056_HMP	MIC_057_HMP	MIC_058_HMP	MIC_059_HMP	MIC_062_HMP	MIC_063_HMP	MIC_064_HMP	MIC_065_HMP	MIC_066_HMP	MIC_067_HMP
MIC_025_HMP	0.735737186517	0.683527052791	0.694974401679	0.899787125314	0.719532707537	0.836222598648	0.80390377096	0.706193941576	0.847637378906	0.874241595094	0.898900959752	0.81298420875	0.871021698514	0.678884330675	0.810958552669	0.766914880466	0.741490120696	0.716554459295	0.845039793472	0.763738541467	0.0	0.741206193639	0.830955637669	0.850254250501	0.808205043941	0.854079112694	0.86439570588	0.723123929053	0.817136761056	0.725382946284	0.772193884907	0.69791193537	0.864153678514	0.875178889295	0.80360502	0.770080314279	0.686374412841	0.780901102522	0.731975976031	0.82586804353	0.829187727302	0.831147054257	0.791595760366	0.840612282249	0.701320669878	0.622535380726	0.702128847827	0.800643867115	0.696599919312	0.745656597076	0.692856702398	0.698199161351	0.771158892709	0.767905253241	0.710068493229
MIC_026_HMP	0.771237661003	0.770452206441	0.87021403874	0.761985728899	0.771193201912	0.646901298742	0.646675630204	0.693614635102	0.710858470264	0.747835188648	0.776256197831	0.763205995593	0.70645257165	0.72644744138	0.719084468348	0.708027821541	0.749381475975	0.721611362549	0.742142525662	0.607715246921	0.741206193639	0.0	0.696386443385	0.713793308907	0.623960580315	0.644094201512	0.677512807017	0.717520522335	0.703143030628	0.663610787567	0.626537011398	0.606529789496	0.634346540296	0.714079434946	0.665865528375	0.68601190462	0.724917708462	0.702557263604	0.650034146261	0.619676722755	0.62725805868	0.629575286089	0.5707756955	0.617419603772	0.638286383944	0.74037261654	0.689427093074	0.580554595937	0.75830314415	0.634716015879	0.751171596401	0.660929070185	0.637351472966	0.668468107416	0.73878738914
MIC_027_HMP	0.807805641676	0.798085038554	0.884227637767	0.787023785423	0.833931474476	0.703676241639	0.7117392902	0.743676479011	0.741099781391	0.735704313684	0.775798958533	0.759082805267	0.738936928437	0.755015116801	0.758042908036	0.752800818615	0.770574940894	0.762431803035	0.72959424932	0.714338540488	0.830955637669	0.696386443385	0.0	0.715307165552	0.666826651155	0.729649246107	0.718215059102	0.769574990099	0.710610974927	0.694891219213	0.7090812052	0.746107045485	0.713803592886	0.75550596386	0.701032688213	0.728835762053	0.776777580921	0.724937481287	0.675047965722	0.704728608517	0.70335913208	0.722572788461	0.67081125143	0.687539805004	0.720865608769	0.794302528472	0.774589578544	0.685072708854	0.81252368644	0.766268607381	0.796897813016	0.715911997016	0.71115094465	0.715348412381	0.796484906508
MIC_028_HMP	0.826658456272	0.840542984792	0.906059045695	0.754007424467	0.818653172081	0.683901180068	0.676042720491	0.772229056977	0.759332915639	0.601279984788	0.743267242436	0.730526717521	0.700080851498	0.784721232845	0.742958133479	0.781168485229	0.813008475709	0.792122315745	0.635895410952	0.728278896786	0.850254250501	0.713793308907	0.715307165552	0.0	0.693782042051	0.712357333159	0.733497519163	0.791845035958	0.769676581801	0.71535765792	0.739597225019	0.762238827219	0.728622746742	0.71361018804	0.728989122796	0.757961494375	0.805778210525	0.76132687677	0.734236217317	0.708445845684	0.68828176932	0.711396733055	0.718145341994	0.711558189021	0.737848034368	0.839199175374	0.80683552597	0.677193699982	0.834864287579	0.797868687937	0.814617542988	0.752525637751	0.721748306423	0.73463451471	0.825125089905
MIC_029_HMP	0.78419135755	0.775730626892	0.884310349652	0.728358144354	0.817918389938	0.638122200441	0.654919377609	0.737305413426	0.721263365406	0.73121536465	0.73347467771	0.743913420815	0.684574348344	0.742413180918	0.713721152834	0.727647423137	0.742496991323	0.752037703634	0.699883819112	0.622352311856	0.808205043941	0.623960580315	0.666826651155	0.693782042051	0.0	0.649168538063	0.670436267546	0.684890804439	0.689726645008	0.646383761375	0.62214299045	0.665020945434	0.645808733337	0.698773320894	0.668864940805	0.682058830114	0.747219305067	0.715087264511	0.645055574046	0.651138312895	0.62984795904	0.652350238654	0.619673914185	0.63725083453	0.679708092495	0.784222649773	0.738612434198	0.608383345135	0.784947855671	0.710894881201	0.743615474114	0.66798156835	0.642095129997	0.624661757954	0.774106976836
MIC_030_HMP	0.811906255848	0.830775762247	0.908210649728	0.710367935504	0.817449628698	0.666715648761	0.707278716229	0.768798821574	0.697385022196	0.749765009189	0.750074623764	0.777605896475	0.679130346739	0.78917497718	0.745374548171	0.759777976943	0.805491792387	0.786436338794	0.74529075139	0.681500847772	0.854079112694	0.644094201512	0.729649246107	0.712357333159	0.649168538063	0.0	0.646132759704	0.780254625972	0.725124507707	0.722741378078	0.686575658629	0.71226987234	0.596668460609	0.675139537385	0.710807561437	0.743418223241	0.786757548832	0.774881190548	0.712163656591	0.616784547438	0.599878689205	0.640760943225	0.60679086336	0.632188491542	0.70841213562	0.804499698865	0.778811451462	0.635499880752	0.826928900288	0.706282904836	0.800759038555	0.747511075814	0.671542835131	0.699221056413	0.798433072463
MIC_031_HMP	0.834636415779	0.841783294178	0.911114782	0.7094515992	0.845335535677	0.684540235512	0.726602669613	0.803657124342	0.726292804733	0.74995889672	0.73431821707	0.764117715007	0.692914322927	0.82131585735	0.763253109016	0.782307413721	0.82170723924	0.815421772779	0.756131054195	0.683740048144	0.86439570588	0.677512807017	0.718215059102	0.733497519163	0.670436267546	0.646132759704	0.0	0.803327581451	0.734017395848	0.718818179428	0.727634538444	0.756350170698	0.664788211353	0.654839907689	0.71939412561	0.742390636157	0.823849747343	0.786952632662	0.742936745044	0.644083523391	0.662161224301	0.655795450046	0.632327291003	0.633839559599	0.732016975076	0.835175063811	0.812060781749	0.660546032604	0.845604085407	0.745060575362	0.836261213419	0.769699158501	0.718335033599	0.713420279436	0.826124775899
MIC_032_HMP	0.72871063416	0.670214355257	0.798961273706	0.838922635239	0.726490320982	0.702927745513	0.723433184962	0.692055468587	0.829494560841	0.804206842311	0.83782857458	0.749815199894	0.806477623681	0.66318818507	0.734218052752	0.713425608486	0.683038993578	0.73510890731	0.751484909859	0.740713360855	0.723123929053	0.717520522335	0.769574990099	0.791845035958	0.684890804439	0.780254625972	0.803327581451	0.0	0.708794137125	0.684655569616	0.707838106276	0.729269074384	0.776762210778	0.804881436289	0.657682643247	0.67743295843	0.674803462094	0.722414725746	0.666850148794	0.772848001737	0.763176752851	0.781096104478	0.7330604958	0.769045340516	0.714042785169	0.740665644631	0.713467925678	0.706908534093	0.748235153198	0.766541528426	0.7394628725	0.705092097814	0.733675908139	0.694193657542	0.763796086668
MIC_033_HMP	0.76377564207	0.796495598049	0.85881367003	0.793223103265	0.823122639213	0.694814507188	0.731568829181	0.760498218946	0.759794136865	0.772491233864	0.79163319077	0.770537604411	0.776039631211	0.744300400183	0.753686986421	0.754633671701	0.784561026458	0.758249912641	0.748246733886	0.719228768005	0.817136761056	0.703143030628	0.710610974927	0.769676581801	0.689726645008	0.725124507707	0.734017395848	0.708794137125	0.0	0.706523730662	0.706346834212	0.726377693695	0.736438571481	0.761854062013	0.684864667328	0.717723418806	0.759032637638	0.77108733431	0.729663050004	0.739775391101	0.726791023721	0.706116497797	0.712421329616	0.732296438782	0.724141211729	0.786529732009	0.762851080076	0.693251680467	0.815708894606	0.750538904259	0.800115459471	0.759879520128	0.736418329759	0.719015867986	0.796160566408
MIC_034_HMP	0.78099125196	0.705916299395	0.790334648481	0.801475969544	0.749692388745	0.687245046155	0.647773744126	0.61764016597	0.731452592508	0.751497978676	0.776194331929	0.619221614673	0.738331778936	0.670070903429	0.751021028427	0.700240368097	0.71342998061	0.726546088748	0.728658597281	0.622116851825	0.725382946284	0.663610787567	0.694891219213	0.71535765792	0.646383761375	0.722741378078	0.718818179428	0.684655569616	0.706523730662	0.0	0.615509010178	0.602774346283	0.728548357517	0.761774745834	0.687125434129	0.683285909338	0.72272274907	0.714172775853	0.610732789828	0.709692690247	0.704720460914	0.687271580178	0.647202793311	0.682624229047	0.598173354478	0.686694997069	0.647069845246	0.634938727565	0.702754966554	0.668464209136	0.654124673463	0.538265207588	0.603072038127	0.606792696858	0.659405275621
MIC_036_HMP	0.791858015859	0.739621489056	0.849155356289	0.775964079927	0.784464689799	0.636993737596	0.673197138527	0.671254631594	0.728342549177	0.768057255829	0.790280301395	0.704933074013	0.709971662196	0.715830081773	0.728351246328	0.713803622095	0.748613408851	0.715743990208	0.740441437353	0.588248924365	0.772193884907	0.626537011398	0.7090812052	0.739597225019	0.62214299045	0.686575658629	0.727634538444	0.707838106276	0.706346834212	0.615509010178	0.0	0.621494651809	0.691388311185	0.745638176167	0.686909732948	0.71650216078	0.741214998081	0.737132044333	0.622432550479	0.678562009608	0.653939427496	0.677604093535	0.619600071345	0.686252385201	0.645419590368	0.72164651723	0.680912077374	0.619677993747	0.75278166856	0.676260990694	0.686524723905	0.586848823275	0.610662769097	0.661082160797	0.684239718889
