	MIC_001_HMP	MIC_003_HMP	MIC_005_HMP	MIC_006_HMP	MIC_007_HMP	MIC_009_HMP	MIC_010_HMP	MIC_011_HMP	MIC_012_HMP	MIC_013_HMP	MIC_014_HMP	MIC_015_HMP	MIC_016_HMP	MIC_017_HMP	MIC_019_HMP	MIC_020_HMP	MIC_021_HMP	MIC_022_HMP	MIC_023_HMP	MIC_024_HMP	MIC_025_HMP	MIC_026_HMP	MIC_027_HMP	MIC_028_HMP	MIC_029_HMP	MIC_030_HMP	MIC_031_HMP	MIC_032_HMP	MIC_033_HMP	MIC_034_HMP	MIC_036_HMP	MIC_037_HMP	MIC_039_HMP	MIC_040_HMP	MIC_042_HMP	MIC_043_HMP	MIC_044_HMP	MIC_045_HMP	MIC_047_HMP	MIC_049_HMP	MIC_050_HMP	MIC_052_HMP	MIC_053_HMP	MIC_054_HMP	MIC_055_HMP	MIC_056_HMP	MIC_057_HMP	MIC_058_HMP	MIC_059_HMP	MIC_062_HMP	MIC_063_HMP	MIC_064_HMP	MIC_065_HMP	MIC_066_HMP	MIC_067_HMP
MIC_037_HMP	0.751005510958	0.709942214687	0.822607451507	0.822875253662	0.736118258295	0.71236995393	0.67439356233	0.66038530177	0.734361180709	0.809243052742	0.820636864583	0.719513623568	0.772015893731	0.717684047279	0.781280249911	0.725091685663	0.743310674414	0.673336267129	0.807040682916	0.582246070428	0.69791193537	0.606529789496	0.746107045485	0.762238827219	0.665020945434	0.71226987234	0.756350170698	0.729269074384	0.726377693695	0.602774346283	0.621494651809	0.0	0.705484483685	0.775651454566	0.732817959706	0.727656122147	0.723062661712	0.758495351048	0.65291314374	0.687290317525	0.684434566308	0.661125308771	0.622001878785	0.683753197081	0.62327923736	0.596757117032	0.655833246682	0.660867264227	0.664163178115	0.588327092009	0.65943821474	0.534278776848	0.588999799606	0.63489308432	0.649951624733
MIC_039_HMP	0.811201362599	0.818476416723	0.906934865855	0.696200185664	0.80197895714	0.659700384788	0.691731942034	0.783180058845	0.701369149091	0.760609643483	0.73936591867	0.791368645608	0.694644565919	0.793470311873	0.758055161339	0.76909651286	0.802836593121	0.790577138263	0.753992342268	0.675435291169	0.864153678514	0.634346540296	0.713803592886	0.728622746742	0.645808733337	0.596668460609	0.664788211353	0.776762210778	0.736438571481	0.728548357517	0.691388311185	0.705484483685	0.0	0.649111275497	0.697484314738	0.747560369698	0.804501865285	0.775114035048	0.704327682037	0.602918577858	0.564586379112	0.595481401199	0.567277134942	0.592184479962	0.726442795736	0.812774399865	0.773973326281	0.605561823188	0.823327178047	0.70025157189	0.796915974296	0.751939485143	0.663373765075	0.700423171804	0.794309894669
MIC_040_HMP	0.849587093645	0.842743021191	0.925649122214	0.704208041969	0.835042914377	0.698509951361	0.745729738201	0.815233560038	0.741658353262	0.744940592449	0.742176651379	0.789209941461	0.698223873286	0.819939327325	0.767477587436	0.7915725704	0.83883268141	0.824607785929	0.746057028005	0.714351675638	0.875178889295	0.714079434946	0.75550596386	0.71361018804	0.698773320894	0.675139537385	0.654839907689	0.804881436289	0.761854062013	0.761774745834	0.745638176167	0.775651454566	0.649111275497	0.0	0.704458101437	0.756807500843	0.844752582289	0.78903877228	0.763791777898	0.649819854876	0.65035817802	0.656967361154	0.681954775228	0.66459732549	0.776699820021	0.845265452191	0.816317135911	0.667281694625	0.869227136451	0.793192183197	0.832995575521	0.798398754245	0.738310830365	0.73477611758	0.838596101093
MIC_042_HMP	0.781203502338	0.755061145769	0.872843503834	0.785918925547	0.785642037354	0.653246662134	0.722148360453	0.733003666622	0.752675649333	0.726319696171	0.767365856196	0.742314488028	0.735066005482	0.715344167707	0.716924806917	0.712072381579	0.728038393545	0.760421507554	0.714132675363	0.696255175691	0.80360502	0.665865528375	0.701032688213	0.728989122796	0.668864940805	0.710807561437	0.71939412561	0.657682643247	0.684864667328	0.687125434129	0.686909732948	0.732817959706	0.697484314738	0.704458101437	0.0	0.676991436556	0.730180281663	0.718115388902	0.665839668188	0.701763625372	0.703339203594	0.71245417368	0.659668065821	0.69072360383	0.705205157159	0.781887687591	0.717569542296	0.660044611523	0.802937250641	0.774399490804	0.764426046686	0.706329402862	0.718390626082	0.700321581225	0.786888140814
MIC_043_HMP	0.760165519863	0.758616858889	0.854572307886	0.816552091381	0.785201541888	0.67387369458	0.70906699462	0.719206381418	0.778970077378	0.758832142646	0.793614717857	0.73305562263	0.753809187338	0.699158300739	0.741793162433	0.722569238176	0.761331045735	0.743362790427	0.725962358786	0.703458753396	0.770080314279	0.68601190462	0.728835762053	0.757961494375	0.682058830114	0.743418223241	0.742390636157	0.67743295843	0.717723418806	0.683285909338	0.71650216078	0.727656122147	0.747560369698	0.756807500843	0.676991436556	0.0	0.721493303364	0.689346618773	0.682499162615	0.728268933005	0.739717258298	0.741217024026	0.706729460152	0.72398055356	0.705161441318	0.764007594228	0.731887661285	0.690454965561	0.784942792644	0.79746150758	0.773970500466	0.719225127022	0.718797544456	0.699678402602	0.781110716242
MIC_044_HMP	0.7310364852	0.716006611531	0.768224148505	0.878008808661	0.743769350928	0.753627487881	0.758499417267	0.653287311626	0.808885965618	0.831419039496	0.86674708667	0.79304129231	0.837797872339	0.651398489147	0.742344559115	0.746519593209	0.708991197643	0.716960517142	0.78077120593	0.744404310299	0.686374412841	0.724917708462	0.776777580921	0.805778210525	0.747219305067	0.786757548832	0.823849747343	0.674803462094	0.759032637638	0.72272274907	0.741214998081	0.723062661712	0.804501865285	0.844752582289	0.730180281663	0.721493303364	0.0	0.719043674639	0.712879066379	0.804264674623	0.799548347621	0.79360809426	0.750826095704	0.808723463083	0.705175546203	0.700449005773	0.66676672944	0.746035174147	0.693553967009	0.754341685021	0.704364092528	0.705065205649	0.731401974256	0.741987441613	0.749348614214
MIC_045_HMP	0.796218521075	0.781015124865	0.864518469458	0.817855902896	0.823743441259	0.719635066167	0.732456753306	0.732462859011	0.789877863931	0.771983853656	0.818512788215	0.77047419527	0.79619513272	0.721472378252	0.754683675037	0.755520190404	0.773273757196	0.763662432729	0.745500375375	0.751884284332	0.780901102522	0.702557263604	0.724937481287	0.76132687677	0.715087264511	0.774881190548	0.786952632662	0.722414725746	0.77108733431	0.714172775853	0.737132044333	0.758495351048	0.775114035048	0.78903877228	0.718115388902	0.689346618773	0.719043674639	0.0	0.715243888684	0.757102036105	0.7604907311	0.769316582681	0.725149301398	0.754382762427	0.740624267456	0.796136416295	0.771577196674	0.715958658041	0.803973180417	0.787390833167	0.777103920781	0.725127767878	0.728370514359	0.744371397586	0.742118429119
MIC_047_HMP	0.739366925983	0.692805295362	0.796747568496	0.799165160835	0.741597635865	0.652108578841	0.677014010468	0.637547741915	0.734494640541	0.760112227327	0.797388292331	0.72414461852	0.74228065905	0.666641396774	0.728636499826	0.663809400331	0.671806202193	0.703535900596	0.738811060622	0.6498405073	0.731975976031	0.650034146261	0.675047965722	0.734236217317	0.645055574046	0.712163656591	0.742936745044	0.666850148794	0.729663050004	0.610732789828	0.622432550479	0.65291314374	0.704327682037	0.763791777898	0.665839668188	0.682499162615	0.712879066379	0.715243888684	0.0	0.691314363014	0.655600093368	0.700845248076	0.6443410227	0.689360797902	0.603904727325	0.711232747723	0.648098408179	0.636587822529	0.718314723097	0.711303506022	0.695764321414	0.599572833473	0.642769979703	0.638666295041	0.716210667231
MIC_049_HMP	0.808600897429	0.809950519826	0.891126621735	0.710089622086	0.790713430256	0.620497269052	0.677327907194	0.753966425142	0.648386297237	0.737988830692	0.760680553614	0.763708567253	0.675825473576	0.777441044002	0.741529407537	0.766319063472	0.810014989899	0.776242657659	0.713326630571	0.659128630532	0.82586804353	0.619676722755	0.704728608517	0.708445845684	0.651138312895	0.616784547438	0.644083523391	0.772848001737	0.739775391101	0.709692690247	0.678562009608	0.687290317525	0.602918577858	0.649819854876	0.701763625372	0.728268933005	0.804264674623	0.757102036105	0.691314363014	0.0	0.424126777562	0.572704951183	0.538997846601	0.565423891276	0.677794880981	0.774276810931	0.7784410968	0.578918521305	0.799729099051	0.712620644771	0.805651771592	0.737801966437	0.64511592761	0.686950979398	0.790920115019
MIC_050_HMP	0.798013025391	0.79487107826	0.898515859315	0.698731586641	0.782184396501	0.607010180832	0.676524910271	0.725515573289	0.662824914338	0.73581870303	0.754509358251	0.754927989007	0.664373629696	0.779386089181	0.76333535452	0.754870730404	0.792644479564	0.767969687209	0.715904280124	0.652338504249	0.829187727302	0.62725805868	0.70335913208	0.68828176932	0.62984795904	0.599878689205	0.662161224301	0.763176752851	0.726791023721	0.704720460914	0.653939427496	0.684434566308	0.564586379112	0.65035817802	0.703339203594	0.739717258298	0.799548347621	0.7604907311	0.655600093368	0.424126777562	0.0	0.576669188011	0.539189950609	0.573315380573	0.697908482354	0.782552065865	0.754922208071	0.584138130423	0.801790850014	0.70837137311	0.775575718924	0.723732660793	0.644872328345	0.665707455023	0.784293705695
MIC_052_HMP	0.818379519748	0.818284270024	0.890636505415	0.709993931416	0.802982004687	0.673261539331	0.651606015664	0.779174470912	0.68461286754	0.751658000332	0.754239495847	0.751977183545	0.692257878054	0.773261189971	0.77239936375	0.757655225746	0.812923132939	0.787168751218	0.760096961443	0.64880374954	0.831147054257	0.629575286089	0.722572788461	0.711396733055	0.652350238654	0.640760943225	0.655795450046	0.781096104478	0.706116497797	0.687271580178	0.677604093535	0.661125308771	0.595481401199	0.656967361154	0.71245417368	0.741217024026	0.79360809426	0.769316582681	0.700845248076	0.572704951183	0.576669188011	0.0	0.570066464746	0.559506207387	0.686444060727	0.783719769046	0.76835805379	0.605726601358	0.80366639152	0.682891725623	0.791772770559	0.721938634561	0.660625322673	0.668454387807	0.777381492467
MIC_053_HMP	0.775101675584	0.780206119452	0.872811605193	0.726603350834	0.775633065902	0.643828219621	0.656184895932	0.716169105516	0.667022095905	0.747463569686	0.767565288604	0.741317687033	0.682132570163	0.739718439613	0.732818415806	0.736190402045	0.757567376468	0.74891746743	0.739081528945	0.606147589434	0.791595760366	0.5707756955	0.67081125143	0.718145341994	0.619673914185	0.60679086336	0.632327291003	0.7330604958	0.712421329616	0.647202793311	0.619600071345	0.622001878785	0.567277134942	0.681954775228	0.659668065821	0.706729460152	0.750826095704	0.725149301398	0.6443410227	0.538997846601	0.539189950609	0.570066464746	0.0	0.476572695405	0.643387111263	0.745866345109	0.704908671992	0.574539162642	0.754884341727	0.649300157768	0.756765776982	0.665949339897	0.615373899206	0.640284083342	0.735810231327
MIC_054_HMP	0.810971205167	0.824518517333	0.900911032654	0.713484788904	0.820941437763	0.669743275963	0.674564358551	0.773179009305	0.667340251008	0.729962070397	0.738133954892	0.76172306527	0.679251358251	0.787297028575	0.755840101291	0.745260411099	0.792877082216	0.789847255641	0.737295732802	0.679100595116	0.840612282249	0.617419603772	0.687539805004	0.711558189021	0.63725083453	0.632188491542	0.633839559599	0.769045340516	0.732296438782	0.682624229047	0.686252385201	0.683753197081	0.592184479962	0.66459732549	0.69072360383	0.72398055356	0.808723463083	0.754382762427	0.689360797902	0.565423891276	0.573315380573	0.559506207387	0.476572695405	0.0	0.709868508417	0.795292825833	0.774971170408	0.614896641613	0.802931489156	0.712820310929	0.803422366168	0.708671000137	0.655989917164	0.685529727688	0.784195193099
MIC_055_HMP	0.760518823322	0.698319764946	0.815654390107	0.807401807038	0.759475647806	0.676793108783	0.675086752676	0.642508724153	0.740147935322	0.780724480491	0.819616300867	0.719637026721	0.752560508553	0.672405144042	0.724252821686	0.704370767207	0.70471906045	0.673987674395	0.767662043416	0.650967790279	0.701320669878	0.638286383944	0.720865608769	0.737848034368	0.679708092495	0.70841213562	0.732016975076	0.714042785169	0.724141211729	0.598173354478	0.645419590368	0.62327923736	0.726442795736	0.776699820021	0.705205157159	0.705161441318	0.705175546203	0.740624267456	0.603904727325	0.677794880981	0.697908482354	0.686444060727	0.643387111263	0.709868508417	0.0	0.673106842168	0.705256309468	0.644394098789	0.717139705223	0.670452684972	0.698022965254	0.625873960362	0.625107128113	0.679109862271	0.677268485513
MIC_056_HMP	0.760356724682	0.689366176483	0.788202926154	0.880296324812	0.741008826799	0.795615171902	0.757990007762	0.685658154854	0.804481777826	0.86634934313	0.884693069357	0.800022550315	0.845669994151	0.696330224201	0.807314162842	0.762462534136	0.770435809824	0.71819836253	0.843558861114	0.712178628315	0.622535380726	0.74037261654	0.794302528472	0.839199175374	0.784222649773	0.804499698865	0.835175063811	0.740665644631	0.786529732009	0.686694997069	0.72164651723	0.596757117032	0.812774399865	0.845265452191	0.781887687591	0.764007594228	0.700449005773	0.796136416295	0.711232747723	0.774276810931	0.782552065865	0.783719769046	0.745866345109	0.795292825833	0.673106842168	0.0	0.686577183847	0.746850441454	0.631614948267	0.641053951312	0.704457076942	0.655144149666	0.73863745884	0.771980397608	0.749828247703
MIC_057_HMP	0.720648645222	0.652014155241	0.738779736224	0.864355189322	0.707495139385	0.757150327738	0.749057021487	0.614699834649	0.790426197596	0.842599329014	0.867053660248	0.778171531614	0.825535261957	0.681081555872	0.784050771823	0.69962139961	0.652460705761	0.710408824377	0.814077935513	0.694509953639	0.702128847827	0.689427093074	0.774589578544	0.80683552597	0.738612434198	0.778811451462	0.812060781749	0.713467925678	0.762851080076	0.647069845246	0.680912077374	0.655833246682	0.773973326281	0.816317135911	0.717569542296	0.731887661285	0.66676672944	0.771577196674	0.648098408179	0.7784410968	0.754922208071	0.76835805379	0.704908671992	0.774971170408	0.705256309468	0.686577183847	0.0	0.703465958119	0.659802430985	0.719340864832	0.668158237302	0.60157580618	0.692304514741	0.696191833835	0.70623748382
MIC_058_HMP	0.765303065919	0.769534079965	0.859549150554	0.728444388788	0.755043252114	0.62858451053	0.636924167949	0.689970767235	0.694773386706	0.723357724339	0.746703507001	0.729217987575	0.659080800611	0.716268977495	0.712974239482	0.710268091608	0.740279796393	0.736236276954	0.714955313131	0.610159355435	0.800643867115	0.580554595937	0.685072708854	0.677193699982	0.608383345135	0.635499880752	0.660546032604	0.706908534093	0.693251680467	0.634938727565	0.619677993747	0.660867264227	0.605561823188	0.667281694625	0.660044611523	0.690454965561	0.746035174147	0.715958658041	0.636587822529	0.578918521305	0.584138130423	0.605726601358	0.574539162642	0.614896641613	0.644394098789	0.746850441454	0.703465958119	0.0	0.75177102206	0.650741723819	0.764545794807	0.692398925596	0.624069843765	0.655523519373	0.763303062494
MIC_059_HMP	0.78017696836	0.687574204677	0.729146194048	0.891971619541	0.757708065206	0.797506621232	0.746916328186	0.642686741145	0.82766761037	0.864262651608	0.876712068036	0.791262375509	0.855722867081	0.68625105275	0.819108053933	0.770896748449	0.722148562356	0.725483517281	0.822841716423	0.74501476037	0.696599919312	0.75830314415	0.81252368644	0.834864287579	0.784947855671	0.826928900288	0.845604085407	0.748235153198	0.815708894606	0.702754966554	0.75278166856	0.664163178115	0.823327178047	0.869227136451	0.802937250641	0.784942792644	0.693553967009	0.803973180417	0.718314723097	0.799729099051	0.801790850014	0.80366639152	0.754884341727	0.802931489156	0.717139705223	0.631614948267	0.659802430985	0.75177102206	0.0	0.729455254649	0.672125456237	0.632898393207	0.706280145129	0.741346213802	0.690751095075
MIC_062_HMP	0.751356483156	0.743743691508	0.837275215796	0.816735816685	0.769519265503	0.760250233657	0.726453229734	0.718977997275	0.741788298538	0.818750601208	0.839725398102	0.792138822276	0.772519513023	0.766383504313	0.802202526141	0.780253287297	0.796395174694	0.728523612925	0.813859778291	0.625676880712	0.745656597076	0.634716015879	0.766268607381	0.797868687937	0.710894881201	0.706282904836	0.745060575362	0.766541528426	0.750538904259	0.668464209136	0.676260990694	0.588327092009	0.70025157189	0.793192183197	0.774399490804	0.79746150758	0.754341685021	0.787390833167	0.711303506022	0.712620644771	0.70837137311	0.682891725623	0.649300157768	0.712820310929	0.670452684972	0.641053951312	0.719340864832	0.650741723819	0.729455254649	0.0	0.712180211928	0.662978571243	0.60016048713	0.696536353758	0.730763170257
MIC_063_HMP	0.750462693008	0.652995511247	0.785895831928	0.872869447485	0.749301327115	0.785877738945	0.74727198755	0.690544646777	0.826193042294	0.840759145986	0.86059182895	0.741770400589	0.821075241243	0.719789198467	0.816848706925	0.753144749143	0.716270602739	0.732455071098	0.82006562233	0.698599036588	0.692856702398	0.751171596401	0.796897813016	0.814617542988	0.743615474114	0.800759038555	0.836261213419	0.7394628725	0.800115459471	0.654124673463	0.686524723905	0.65943821474	0.796915974296	0.832995575521	0.764426046686	0.773970500466	0.704364092528	0.777103920781	0.695764321414	0.805651771592	0.775575718924	0.791772770559	0.756765776982	0.803422366168	0.698022965254	0.704457076942	0.668158237302	0.764545794807	0.672125456237	0.712180211928	0.0	0.57789823719	0.687237499809	0.684811892721	0.678498660515
MIC_064_HMP	0.754133192304	0.679311276383	0.767970268477	0.824388417704	0.721948091904	0.716666682372	0.683103772354	0.624578246388	0.74910334226	0.784484102415	0.810544453294	0.673579289594	0.76621539265	0.660074206723	0.769386112659	0.696041765297	0.662403261112	0.692750510912	0.772786077458	0.61415884488	0.698199161351	0.660929070185	0.715911997016	0.752525637751	0.66798156835	0.747511075814	0.769699158501	0.705092097814	0.759879520128	0.538265207588	0.586848823275	0.534278776848	0.751939485143	0.798398754245	0.706329402862	0.719225127022	0.705065205649	0.725127767878	0.599572833473	0.737801966437	0.723732660793	0.721938634561	0.665949339897	0.708671000137	0.625873960362	0.655144149666	0.60157580618	0.692398925596	0.632898393207	0.662978571243	0.57789823719	0.0	0.579738633347	0.619391113186	0.584426837589
MIC_065_HMP	0.767935222852	0.758684793758	0.838918731247	0.781058997027	0.771800396982	0.682166860748	0.623020385092	0.663743401644	0.714555475429	0.747405508172	0.782282994497	0.701035551188	0.711837342321	0.71588286358	0.747808286795	0.721301350697	0.74141314905	0.699618008909	0.737283245355	0.586791063742	0.771158892709	0.637351472966	0.71115094465	0.721748306423	0.642095129997	0.671542835131	0.718335033599	0.733675908139	0.736418329759	0.603072038127	0.610662769097	0.588999799606	0.663373765075	0.738310830365	0.718390626082	0.718797544456	0.731401974256	0.728370514359	0.642769979703	0.64511592761	0.644872328345	0.660625322673	0.615373899206	0.655989917164	0.625107128113	0.73863745884	0.692304514741	0.624069843765	0.706280145129	0.60016048713	0.687237499809	0.579738633347	0.0	0.583275691569	0.641282815467
MIC_066_HMP	0.777642520713	0.764417317568	0.847584332754	0.782954615536	0.762992584999	0.674783587624	0.648694742729	0.678897445206	0.744341882281	0.758386845689	0.777422727038	0.700341137987	0.726170596133	0.717925814859	0.749427685099	0.721574098072	0.747596287711	0.748023563428	0.761140460815	0.605261228377	0.767905253241	0.668468107416	0.715348412381	0.73463451471	0.624661757954	0.699221056413	0.713420279436	0.694193657542	0.719015867986	0.606792696858	0.661082160797	0.63489308432	0.700423171804	0.73477611758	0.700321581225	0.699678402602	0.741987441613	0.744371397586	0.638666295041	0.686950979398	0.665707455023	0.668454387807	0.640284083342	0.685529727688	0.679109862271	0.771980397608	0.696191833835	0.655523519373	0.741346213802	0.696536353758	0.684811892721	0.619391113186	0.583275691569	0.0	0.676485617844
MIC_067_HMP	0.803499521047	0.761388218203	0.791762179956	0.855167742469	0.751995902004	0.804366517902	0.752316465412	0.664163814258	0.82096326569	0.845248462875	0.855547084626	0.743613751855	0.819817574847	0.726543274406	0.821282226616	0.753918892163	0.732333758502	0.728709259395	0.821771734244	0.713801681293	0.710068493229	0.73878738914	0.796484906508	0.825125089905	0.774106976836	0.798433072463	0.826124775899	0.763796086668	0.796160566408	0.659405275621	0.684239718889	0.649951624733	0.794309894669	0.838596101093	0.786888140814	0.781110716242	0.749348614214	0.742118429119	0.716210667231	0.790920115019	0.784293705695	0.777381492467	0.735810231327	0.784195193099	0.677268485513	0.749828247703	0.70623748382	0.763303062494	0.690751095075	0.730763170257	0.678498660515	0.584426837589	0.641282815467	0.676485617844	0.0
